SubjectNumber,Gender,Age,Site,BirthState,Occupation,Education,NumberOfChildren,Fitness,CarMake,CarYear,CarModel,Race,ReportedHeight,ReportedWeight,MaritalStatus,FamilyIncome,ShoeSize,JacketSize,PantsSizeWaist,PantsSizeInseam,BlouseSize,PantsSizeWoman,BraSize,AcromialHeight_Sitting,AnkleCircumference,Spine_to_Shoulder,Spine_to_Elbow,ArmLength_SpineToWrist,ArmLength_ShoulderToWrist,ArmLength_ShoulderToElbow,ArmscyeCircumference_ScyeCircOverAcromion,BizygomaticBreadth,ChestCircumference,Bust_ChestCircumferenceUnderBust,Buttock_KneeLength,ChestGirthAtScye_ChestCircumferenceAtScye,CrotchHeight,ElbowHeight_Sitting,EyeHeight_Sitting,FaceLength,FootLength,HandCircumference,HandLength,HeadBreadth,HeadCircumference,HeadLength,HipBreadth_Sitting,HipCircumference_Maximum,HipCircMaxHeight,KneeHeight,NeckBaseCircumference,ShoulderBreadth,SittingHeight,Stature,SubscapularSkinfold,ThighCircumference,ThighCircumferenceMaxSitting,ThumbTipReach,TTR1,TTR2,TTR3,TricepsSkinfold,TotalCrotchLength_CrotchLength,VerticalTrunkCircumference,WaistCircumference_Pref,WaistFrontLength,WaistHeight_Preferred,Weight,Var1,Var2,Var3,CupSize
94,Female,29,Los Angles CA,Midwest,White Collar,18,0,5,Economy,1997,Sedan,White,1600.2,74.82993197,Single,37500,6.5,NaN,NaN,NaN,10,10,34,576,240,216,507,758,542,291,392,140,1073,902,606,977,690,263,754,123,233,189,178,150,554,185,431,1129,767,484,434,489,866,1610,23,661,658,705.6,716,705,696,22,755,1678,879,390,986,79.36507937,-0.393241733,0.484379441,1.866982818,4
95,Female,35,Los Angles CA,Midwest,White Collar,16,0,0.5,Economy,1991,Sedan,White,1511.3,52.15419501,Divorced/Widowed,37500,6,NaN,NaN,NaN,4,2,34,550,225,184,454,702,518,270,326,128,839,714,533,806,666,254,728,103,232,185,175,144,533,185,365,931,698,462,375,385,841,1528,9,531,534,697,716,682,693,16,658,1446,616,334,928,49.20634921,-2.327126265,-0.362367332,1.630983233,1
96,Female,40,Los Angles CA,South,Management,18,1,5,Economy,1997,Non-sedan,White,1676.4,68.02721088,Married,150000,8.5,NaN,NaN,NaN,10,10,36,573,250,202,496,783,581,294,362,132,939,792,615,888,771,235,760,111,240,194,184,148,550,188,404,1004,836,536,416,432,861,1686,18.5,603,619,765,763,771,761,23.5,691,1583,738,368,1046,67.57369615,0.758391559,-0.495201647,-0.846019626,3
97,Female,23,Los Angles CA,Northeast,White Collar,16,0,2.5,Luxury,1994,Sedan,Black,1714.5,76.19047619,Single,37500,9,NaN,NaN,NaN,11,11,36,550,244,192,532,835,643,340,404,144,946,778,614,935,812,192,732,121,252,192,190,151,595,197,434,1097,862,541,420,476,856,1685,22.5,651,642,772,767,777,772,21.5,618,1517,780,380,1039,73.69614512,-0.254454523,-0.993568778,1.663086891,4
98,Male,24,Los Angles CA,Foreign,White Collar,16,0,10,Economy,1997,Sedan,Asian,1727.2,65.75963719,Single,37500,8,38,31,30,NaN,NaN,NaN,583,239,195,490,772,577,295,397,145,862,NaN,596,890,761,250,795,118,253,192,190,161,555,185,358,978,850,527,438,444,914,1705,12.5,577,575,774.3,769,777,777,14,640,1608,758,422,993,65.07936508,-0.809983194,-0.182558417,0,NaN
99,Female,22,Los Angles CA,Foreign,Management,16,0,5,Luxury,1994,Sedan,,1727.2,60.77097506,Single,37500,7,NaN,NaN,NaN,7,8,36,609,224,192,485,757,565,293,368,129,908,760,580,833,760,287,807,133,226,180,179,153,576,193,399,1016,806,497,480,426,926,1704,14,548,569,728.3,727,740,718,17,721,1628,688,372,1051,61.2244898,0.302899182,-0.21838212,-0.463200778,3
100,Male,28,Los Angles CA,South,White Collar,18,0,8,Economy,1998,Sedan,White,1854.2,87.07482993,Single,70000,12,42,36,33,NaN,NaN,NaN,613,278,216,565,870,654,349,487,130,1092,NaN,640,1105,830,229,802,125,279,217,210,148,548,189,399,1070,912,592,480,528,938,1827,19.5,599,605,839.6,825,855,839,8,743,1733,970,415,1097,89.11564626,0.357132614,-0.465800494,0,NaN
103,Male,52,Los Angles CA,South,,16,2,8,Economy,1994,Sedan,White,1905,114.739229,Married,NaN,11,48,42,32,NaN,NaN,NaN,655,268,216,554,877,661,338,514,150,1261,NaN,659,1242,835,278,829,126,271,220,204,156,602,211,419,1111,954,600,481,588,955,1859,30,626,614,848,852,847,845,15,574,1864,1060,586,1063,113.1519274,2.002983093,0.926470578,0,NaN
104,Female,32,Los Angles CA,Foreign,White Collar,16,2,5,Economy,1996,Sedan,White,1651,58.9569161,Married,70000,8.5,NaN,NaN,NaN,8,8,36,550,230,185,477,744,559,292,388,129,892,761,580,862,763,229,729,112,247,188,180,145,558,196,409,1003,803,501,395,434,851,1635,12,557,566,730.3,739,726,726,11.5,706,1502,719,318,1034,58.27664399,-0.673694015,-0.661849141,1.695659876,2
105,Male,28,Los Angles CA,West,White Collar,16,0,2.5,Economy,1993,Non-sedan,White,1905,99.77324263,Married,70000,12,NaN,40,34,NaN,NaN,NaN,651,270,231,605,936,705,374,500,143,1163,NaN,679,1193,885,250,840,127,284,226,207,154,599,209,452,1159,990,615,505,575,953,1887,29.5,679,678,875,869,880,876,28,602,1809,1092,548,1086,109.2970522,1.741884947,-0.146019921,0,NaN
106,Male,33,Los Angles CA,Northeast,Management,16,0,5,Luxury,1998,Sedan,Black,1828.8,87.07482993,Single,70000,10.5,44,35,34,NaN,NaN,NaN,627,275,228,568,892,664,340,450,138,1054,NaN,646,1061,840,237,813,121,284,207,207,145,563,197,375,1027,934,567,431,532,930,1800,13.5,618,632,837,817,838,856,14,714,1691,923,430,1106,87.52834467,-0.060697131,-0.8142488,0,NaN
107,Male,32,Los Angles CA,West,Management,16,0,0.5,Luxury,1994,Sedan,Asian,1727.2,74.82993197,Married,52500,8,40,34,30,NaN,NaN,NaN,613,256,220,543,805,585,323,436,156,970,NaN,588,969,747,266,802,119,260,191,191,160,594,205,411,1068,832,530,428,490,938,1732,22,597,600,746.3,721,754,764,15.5,652,1686,945,448,991,77.09750567,-0.538802505,0.058745325,0,NaN
108,Male,39,Los Angles CA,Northeast,Management,18,0,5,Economy,1997,Sedan,White,1828.8,83.90022676,Single,70000,12,42,34,34,NaN,NaN,NaN,595,270,217,551,872,655,334,421,143,999,NaN,628,1013,839,215,826,122,285,209,207,158,599,208,402,1063,942,578,462,490,950,1825,16,626,616,853.6,866,849,846,12.5,667,1696,915,457,1076,85.94104308,0.144450366,-0.732831597,0,NaN
112,Male,33,Los Angles CA,Foreign,Management,18,1,5,Economy,1998,Sedan,Asian,1676.4,80.72562358,Married,150000,8.5,42,33,31,NaN,NaN,NaN,561,252,217,527,815,598,310,476,157,1017,NaN,564,1043,725,225,761,121,255,208,200,163,567,193,357,1017,778,545,470,530,878,1657,0,640,619,749.6,750,754,745,7,687,1652,884,415,976,80.95238095,-1.377822399,0.633915007,0,NaN
113,Female,43,Los Angles CA,South,White Collar,16,0,0.5,Economy,1998,Non-sedan,White,1828.8,136.0544218,Single,90000,11,NaN,NaN,NaN,22,20,40,636,275,234,569,865,631,335,494,134,1230,1041,688,1124,792,285,845,122,268,211,193,149,570,194,595,1482,956,551,453,556,967,1824,37,839,852,878.3,883,881,871,36,950,1904,1060,409,1135,140.3628118,2.289186954,1.276375294,-0.241647601,3
114,Female,37,Los Angles CA,West,White Collar,18,2,2.5,Economy,1995,Sedan,White,1663.7,65.75963719,Married,150000,7.5,NaN,NaN,NaN,10,10,36,577,241,189,502,759,570,313,370,135,936,805,597,874,735,249,764,113,241,181,172,142,550,189,454,1075,767,509,423,443,894,1652,19,623,623,743.6,739,746,746,23,734,1570,713,345,1018,68.93424036,-0.045328762,0.095962927,-0.296034336,3
115,Female,39,Los Angles CA,West,Service,12,2,8,Economy,1996,Sedan,White,1625.6,53.51473923,Married,90000,8,NaN,NaN,NaN,NaN,6,34,544,232,197,497,775,578,300,373,132,860,745,582,868,764,214,734,121,238,171,185,144,550,188,382,965,779,516,383,422,842,1620,12.5,553,549,742,736,746,744,18,663,1468,652,320,1021,56.00907029,-0.480459034,-0.883835912,0.225935832,2
116,Female,53,Los Angles CA,Midwest,Management,16,0,8,Luxury,1998,Sedan,White,1651,52.15419501,Divorced/Widowed,70000,8.5,NaN,NaN,NaN,4,4,34,568,230,198,495,758,560,297,325,129,864,698,550,830,749,251,795,118,239,184,185,143,536,182,400,982,757,509,408,400,875,1631,6,522,534,736.6,733,745,732,13.5,678,1532,601,345,1009,53.28798186,-0.108081862,-0.319871426,-0.742958903,3
117,Male,41,Los Angles CA,West,White Collar,18,0,8,Economy,1981,Non-sedan,White,1803.4,76.19047619,Married,90000,10,42,32,30,NaN,NaN,NaN,620,258,220,543,831,611,323,443,139,972,NaN,596,1011,796,269,819,135,270,220,211,161,597,207,366,962,872,561,452,529,940,1779,13,576,582,841.6,835,839,851,4,624,1713,840,465,1030,76.8707483,-0.082638144,-0.594309688,0,NaN
118,Female,27,Los Angles CA,Northeast,Management,21,0,10,Luxury,1997,Sedan,White,1651,72.56235828,Single,70000,7.5,NaN,NaN,NaN,10,13,34,543,242,196,491,756,560,295,398,128,912,769,615,846,732,215,729,111,237,188,177,142,539,184,463,1161,750,503,387,427,848,1597,15.5,699,689,747.6,731,763,749,25,756,1578,710,355,989,71.20181406,-0.815692782,-0.006677955,-0.496693939,4
119,Female,32,Los Angles CA,Foreign,White Collar,16,0,2.5,Economy,1998,Sedan,Asian,1524,49.88662132,Single,37500,6,NaN,NaN,NaN,4,4,34,545,225,184,472,728,544,288,340,137,819,704,519,804,678,223,709,111,224,182,165,152,523,170,366,919,737,467,394,403,834,1527,19,522,537,702.6,694,704,710,14,698,1434,661,302,941,49.88662132,-1.455768943,-0.327112705,-0.419285387,2
121,Female,49,Los Angles CA,West,White Collar,12,3,2.5,Economy,1992,Sedan,White,1651,61.2244898,Single,52500,8,NaN,NaN,NaN,10,10,34,560,230,195,486,747,552,291,376,134,922,799,579,946,759,244,758,116,244,191,177,149,546,187,376,997,807,515,406,434,868,1645,15,589,589,737.6,731,740,742,23,694,1532,743,345,1024,63.49206349,0.31924364,-0.221749485,-0.07979434,2
122,Male,30,Los Angles CA,West,White Collar,16,1,2.5,Economy,1998,Non-sedan,White,1879.6,136.0544218,Married,150000,10.5,NaN,46,33,NaN,NaN,NaN,659,269,225,577,898,673,352,504,148,1314,NaN,698,1281,779,287,846,129,263,209,194,153,579,201,471,1385,961,598,545,608,971,1848,42,733,709,881,876,881,886,18,820,2029,1277,540,1083,136.2811791,1.751815677,1.81155467,0,NaN
123,Male,50,Los Angles CA,Foreign,Management,18,1,5,Luxury,1997,Non-sedan,White,1879.6,90.70294785,Married,70000,11.5,42,36,34,NaN,NaN,NaN,638,270,201,547,886,685,346,447,148,1079,NaN,651,1075,873,254,833,127,296,218,220,156,600,214,383,1035,964,598,428,515,952,1871,19.5,609,609,861.3,857,865,862,13,583,1729,1010,520,1089,92.06349206,1.079475522,-0.641126752,0,NaN
125,Female,29,Los Angles CA,Midwest,White Collar,16,0,2.5,Luxury,1994,Sedan,White,1625.6,74.82993197,Single,37500,8,NaN,NaN,NaN,14,14,36,539,237,201,512,783,582,311,390,137,1089,849,629,1001,745,200,723,121,246,184,184,149,571,192,463,1173,800,507,410,479,840,1615,25,694,686,762.3,760,760,767,30,751,1609,867,391,1030,81.63265306,-0.164816871,0.783432007,1.312649846,5
126,Male,25,Los Angles CA,West,Service,16,0,10,Economy,1992,Non-sedan,Black,1778,83.90022676,Married,52500,10,NaN,32,NaN,NaN,NaN,NaN,595,267,215,552,856,641,337,452,141,996,NaN,656,1015,832,222,790,125,262,204,201,155,566,196,368,1060,892,552,461,524,906,1759,13,647,649,855.6,850,859,858,8,631,1681,820,461,1045,84.58049887,-0.130090803,-0.201238647,0,NaN
127,Female,49,Los Angles CA,West,White Collar,21,4,5,Luxury,1997,Sedan,White,1651,75.28344671,Married,150000,9.5,NaN,NaN,NaN,10,14,36,562,252,188,507,780,592,319,400,135,931,794,627,903,770,223,779,113,257,190,195,152,568,195,452,1136,838,527,425,446,879,1668,17.5,658,665,750.3,740,755,756,32,775,1582,809,340,1049,75.73696145,0.554627717,-0.42331329,0.300762057,2
128,Male,44,Los Angles CA,South,White Collar,12,2,5,Economy,1998,Non-sedan,White,1917.7,90.70294785,Married,150000,12,46,38,32,NaN,NaN,NaN,656,264,237,594,934,697,357,469,136,1084,NaN,651,1078,849,251,875,127,278,228,208,156,595,213,400,1052,925,599,462,505,993,1905,10.5,604,614,867.3,866,866,870,12,649,1819,983,493,1091,95.46485261,1.777870297,0.167592809,0,NaN
129,Male,42,Los Angles CA,West,Blue Collar,12,2,0.5,Economy,1998,Non-sedan,White,1727.2,92.97052154,Married,70000,9.5,40,38,30,NaN,NaN,NaN,592,272,228,547,836,608,319,435,144,1086,NaN,628,1065,755,235,792,125,266,217,197,157,585,203,408,1119,853,561,465,503,916,1729,25,625,613,853.6,849,856,856,14,665,1748,957,485,1000,94.10430839,-0.201732174,0.937700272,0,NaN
130,Male,54,Los Angles CA,Midwest,Management,21,2,10,Economy,1998,Sedan,White,1701.8,64.39909297,Divorced/Widowed,150000,9.5,38,32,32,NaN,NaN,NaN,626,249,211,539,843,632,328,388,146,939,NaN,579,960,755,261,794,116,271,202,196,166,558,189,342,923,852,534,412,469,910,1710,11,496,499,789.6,795,790,784,7.5,697,1745,779,398,1036,63.26530612,-1.387194991,-1.254342914,0,NaN
131,Male,56,Los Angles CA,Northeast,Management,18,2,5,Economy,1998,Non-sedan,White,1854.2,94.33106576,Married,150000,11,46,38,32,NaN,NaN,NaN,602,280,224,576,897,673,352,482,145,1123,NaN,658,1116,843,228,824,127,278,221,217,161,596,208,402,1099,925,601,468,512,926,1826,29,616,619,846.3,838,842,859,7.5,643,1717,963,483,1097,96.59863946,1.068080544,-0.302444637,0,NaN
132,Male,40,Los Angles CA,West,White Collar,16,2,2.5,Luxury,1994,Sedan,Hispanic,1714.5,73.46938776,Married,90000,8,40,32,31,NaN,NaN,NaN,552,257,225,546,818,593,321,422,138,1031,NaN,591,1013,765,197,785,125,265,202,204,151,579,205,381,998,832,534,472,506,892,1694,23,575,575,797.3,792,797,803,11,664,1577,891,376,1032,73.24263039,-1.449959993,-0.622867107,0,NaN
133,Male,49,Los Angles CA,Midwest,White Collar,24,3,10,Luxury,1994,Sedan,White,1778,83.90022676,Married,150000,10,44,34,31,NaN,NaN,NaN,631,259,225,571,868,643,346,461,145,1062,NaN,601,1079,769,261,822,126,270,222,190,164,588,198,387,1057,865,559,455,514,943,1770,19.5,622,608,768.6,763,774,769,15,687,1738,989,462,1060,90.47619048,0.10082522,0.2448522,0,NaN
134,Female,30,Los Angles CA,West,White Collar,16,0,8,Economy,1998,Non-sedan,,1676.4,61.2244898,Married,150000,7,NaN,NaN,NaN,8,8,34,572,219,199,510,782,583,311,402,140,925,781,581,908,762,231,751,116,241,181,180,148,540,181,403,999,814,521,420,465,870,1651,22,583,583,751,756,746,751,21,638,1516,774,360,1008,63.03854875,-0.191590801,-0.374061227,0.497276902,2
135,Male,37,Los Angles CA,West,Blue Collar,18,2,2.5,Economy,NaN,Non-sedan,White,1803.4,77.09750567,Married,90000,10,NaN,32,31,NaN,NaN,NaN,635,279,205,545,827,622,340,481,137,968,NaN,602,1000,779,258,842,121,274,225,208,157,587,206,357,997,854,554,453,480,957,1780,15.5,565,572,810.6,808,816,808,7,670,1704,849,426,1031,76.19047619,-0.687452853,-1.012119889,0,NaN
136,Female,49,Los Angles CA,West,White Collar,14,2,0.5,Economy,1997,Sedan,White,1651,53.51473923,Married,52500,8.5,NaN,NaN,NaN,8,8,34,589,237,186,497,769,583,311,330,134,827,735,541,829,745,258,775,112,240,192,187,146,532,181,375,955,781,508,386,409,886,1646,11,486,517,756.6,750,760,760,13,661,1517,655,355,1017,51.92743764,-0.311937571,-0.785831869,-0.757055879,1
137,Male,35,Los Angles CA,<undefined>,White Collar,16,0,5,Economy,1998,Sedan,White,1803.4,82.53968254,Single,37500,9,40,33,32,NaN,NaN,NaN,635,278,201,540,823,622,339,424,151,972,NaN,616,998,795,269,830,124,274,197,197,165,567,186,386,1046,877,549,460,497,939,1794,15.5,629,628,767,765,768,768,12,659,1769,869,465,1034,82.76643991,0.623529553,0.117361084,0,NaN
138,Male,26,Los Angles CA,Midwest,Management,16,0,5,Luxury,1994,Sedan,White,1905,98.86621315,Single,37500,11,42,36,34,NaN,NaN,NaN,653,267,215,582,911,696,367,490,147,1039,NaN,649,1088,878,266,882,124,272,216,216,158,572,201,405,1111,935,604,495,554,994,1900,16.5,671,687,871.6,872,872,871,21,666,1795,954,518,1114,98.86621315,1.42996192,-0.575762928,0,NaN
139,Male,23,Los Angles CA,Midwest,White Collar,16,0,5,Luxury,1997,Sedan,White,1803.4,83.90022676,Single,37500,9.5,42,36,31,NaN,NaN,NaN,607,249,227,571,871,644,344,469,135,1058,NaN,621,1086,768,237,805,115,263,218,205,148,576,206,396,1103,840,553,460,514,944,1766,24,645,641,798.3,797,795,803,22,646,1710,937,487,1015,90.47619048,-0.126263306,0.759487689,0,NaN
140,Male,23,Los Angles CA,West,White Collar,16,0,8,Economy,1991,Sedan,White,1879.6,89.79591837,Single,150000,12,44,34,34,NaN,NaN,NaN,656,281,237,591,893,656,354,495,144,1052,NaN,616,1107,842,274,887,125,277,218,211,160,585,199,361,1009,886,577,482,536,997,1866,12.5,610,612,842,833,843,850,5,631,1730,850,469,1074,91.60997732,0.737584054,-0.3087219,0,NaN
142,Male,46,Los Angles CA,Northeast,Management,21,3,10,Economy,1997,Non-sedan,White,1778,74.82993197,Married,70000,11.5,38,32,32,NaN,NaN,NaN,611,269,226,538,853,627,312,407,135,951,NaN,609,949,827,252,820,116,282,213,208,145,555,200,372,1015,853,567,450,485,939,1784,7.5,589,594,823,811,830,828,8,598,1608,845,438,1054,76.64399093,-0.363596648,-0.457313985,0,NaN
143,Female,29,Los Angles CA,Midwest,White Collar,16,0,5,Economy,1998,Sedan,White,1574.8,52.15419501,Single,37500,6.5,NaN,NaN,NaN,4,4,34,542,230,189,475,722,533,286,323,127,841,720,556,815,719,240,730,110,219,172,166,142,525,177,376,939,745,479,395,406,841,1572,9,536,551,694.6,692,697,695,16,571,1438,702,375,925,51.24716553,-0.856040239,0.001815322,-0.042792145,1
144,Male,27,Los Angles CA,South,Management,16,0,2.5,Luxury,1994,Sedan,White,1778,74.82993197,Married,90000,10.5,42,32,32,NaN,NaN,NaN,590,260,227,551,841,614,324,492,141,963,NaN,582,1006,782,250,805,126,270,207,199,158,582,202,362,995,840,546,458,519,923,1754,11,605,610,781.6,782,782,781,8,669,1652,807,408,1043,76.41723356,-0.471373945,-0.399534047,0,NaN
145,Male,30,Los Angles CA,South,Management,16,0,2.5,Luxury,1994,Sedan,White,1752.6,62.13151927,Single,NaN,8,30,31,30,NaN,NaN,NaN,603,238,206,522,822,616,316,368,134,876,NaN,604,899,802,246,810,114,248,198,187,145,560,199,341,955,902,539,431,441,922,1740,10,527,518,792.3,782,795,800,10.5,580,1603,760,434,1027,61.67800454,-1.166757345,-1.16019249,0,NaN
146,Male,47,Los Angles CA,Northeast,Management,18,2,8,Economy,1985,Sedan,White,1828.8,70.29478458,Married,90000,10.5,38,31,33,NaN,NaN,NaN,621,272,205,535,826,621,330,423,136,885,NaN,610,900,834,255,836,113,273,217,203,147,553,194,366,957,886,565,440,447,944,1809,11,538,539,777.6,773,773,787,9,625,1655,808,432,1067,68.93424036,0.076731086,-0.838295877,0,NaN
147,Male,32,Los Angles CA,Northeast,Management,16,0,2.5,Economy,1998,Sedan,White,1803.4,89.79591837,Married,70000,12,44,36,32,NaN,NaN,NaN,617,267,198,555,875,677,357,456,145,1086,NaN,640,1082,830,243,789,116,285,208,202,153,578,202,404,1084,892,583,474,527,915,1800,19,631,623,860.6,856,866,860,13,661,1729,949,460,1077,89.79591837,0.671062768,0.128176391,0,NaN
148,Male,38,Los Angles CA,West,White Collar,14,0,5,Luxury,1995,Sedan,White,1701.8,74.82993197,Married,70000,8,38,32,32,NaN,NaN,NaN,614,261,222,541,831,609,319,448,144,1016,NaN,586,1042,772,266,836,121,255,201,197,159,577,202,368,1000,843,541,458,496,944,1736,23,583,574,800,784,808,808,9.5,645,1630,838,428,1028,76.19047619,-0.57537514,-0.00487446,0,NaN
149,Male,36,Los Angles CA,Midwest,Management,16,0,8,Luxury,1994,Sedan,White,1828.8,92.06349206,Single,52500,10.5,44,33,33,NaN,NaN,NaN,631,259,230,578,891,661,348,485,142,1096,NaN,617,1117,808,258,837,134,262,211,199,163,595,206,380,1070,867,563,493,534,973,1826,13,651,642,812,812,812,812,6.5,615,1716,850,458,1037,91.60997732,-0.271637261,-0.40226534,0,NaN
150,Male,33,Los Angles CA,Midwest,Management,16,0,2.5,Luxury,1994,Sedan,White,1803.4,82.53968254,Married,NaN,11,42,34,32,NaN,NaN,NaN,587,280,192,534,836,644,342,426,143,1006,NaN,626,1017,830,222,797,121,282,211,203,157,568,190,383,1032,888,573,423,484,903,1765,19,639,649,819.3,815,818,825,19,622,1682,918,462,1060,82.53968254,-0.473595947,-0.874025702,0,NaN
151,Male,58,Los Angles CA,Midwest,Management,14,3,0.5,Economy,1998,Non-sedan,White,1778,83.90022676,Married,150000,10.5,44,36,31,NaN,NaN,NaN,583,278,202,530,831,629,328,449,144,1081,NaN,610,1082,811,212,759,120,285,223,208,151,561,198,368,1004,880,570,445,497,890,1771,16.5,556,554,851.3,843,850,861,14,642,1664,961,443,1056,83.67346939,0.364952266,-0.046920992,0,NaN
152,Male,27,Los Angles CA,Northeast,Blue Collar,18,0,5,Economy,1971,Sedan,White,1524,77.09750567,Single,150000,10,40,32,30,NaN,NaN,NaN,639,268,210,529,815,605,319,456,138,932,NaN,583,966,764,289,834,124,264,210,200,154,584,207,367,983,829,539,428,463,963,1770,11,564,569,769.3,784,760,764,7,625,1693,805,468,994,75.51020408,0.186906725,-0.015288464,0,NaN
154,Male,28,Los Angles CA,West,White Collar,16,0,8,Economy,1994,Sedan,White,1765.3,69.3877551,Married,70000,10,40,31,31,NaN,NaN,NaN,605,260,199,535,824,625,336,409,139,900,NaN,599,920,800,247,800,122,267,214,196,151,556,196,351,985,856,553,432,460,913,1747,8,586,579,753.6,760,753,748,7,652,1649,783,404,1065,69.61451247,-0.197953701,-0.575134635,0,NaN
156,Male,33,Los Angles CA,South,Blue Collar,21,2,2.5,Luxury,1995,Sedan,White,1803.4,115.6462585,Married,70000,11,44,42,31,NaN,NaN,NaN,668,305,228,560,782,554,332,506,158,1146,NaN,637,1135,723,315,864,123,277,221,177,157,602,212,428,1165,844,564,515,569,976,1775,23.5,687,712,767,770,770,761,13.5,722,1921,1094,517,982,113.1519274,0.594762504,2.604518414,0,NaN
157,Male,47,Los Angles CA,West,White Collar,18,2,8,Luxury,1998,Non-sedan,White,1879.6,106.5759637,Married,150000,10,46,38,30,NaN,NaN,NaN,652,277,220,549,868,648,329,460,142,1134,NaN,655,1126,811,280,870,123,271,223,212,152,597,205,435,1165,905,604,470,541,975,1872,28,707,710,857.6,858,864,851,14,655,1890,1026,582,1063,109.2970522,1.452712178,0.392124563,0,NaN
158,Female,39,Los Angles CA,West,White Collar,12,2,8,Economy,1998,Non-sedan,White,1676.4,56.6893424,Married,37500,7,NaN,NaN,NaN,8,5,36,587,225,189,515,784,595,326,374,127,880,768,561,876,756,233,785,114,234,178,172,148,549,190,410,1006,757,503,412,440,896,1661,12,594,588,729.6,712,736,741,20,690,1531,623,345,1021,58.27664399,-0.022053199,-0.377054304,0.564446867,2
159,Male,26,Los Angles CA,Foreign,White Collar,16,NaN,8,<undefined>,1992,Sedan,White,1676.4,71.6553288,Single,150000,9,38,32,30,NaN,NaN,NaN,599,248,211,535,815,604,324,429,146,1022,NaN,564,1038,712,259,798,118,251,194,192,152,588,203,385,1061,768,497,432,518,939,1677,15,645,658,791.6,789,793,793,10.5,640,1682,845,473,930,76.8707483,-1.337102413,1.049056649,0,NaN
160,Female,26,Los Angles CA,West,White Collar,16,0,2.5,Economy,1998,Sedan,Asian,1549.4,49.88662132,Married,90000,5,NaN,NaN,NaN,4,4,34,532,208,179,470,725,546,291,350,130,789,687,529,812,694,220,732,104,221,167,171,143,520,178,393,967,734,477,380,421,832,1541,15,562,547,705.6,704,712,701,22,650,1408,622,319,939,48.75283447,-1.498814225,-0.243262455,0.139918536,1
161,Female,30,Los Angles CA,Northeast,Management,16,0,8,Luxury,1998,Sedan,White,1574.8,55.78231293,Divorced/Widowed,70000,7,NaN,NaN,NaN,8,8,36,550,221,195,478,723,528,283,358,134,922,775,560,861,744,232,713,113,233,180,172,146,530,180,379,974,763,494,391,431,818,1575,19,544,546,743,737,747,745,20,649,1478,739,322,995,55.55555556,-0.667574704,0.223523438,0.590682149,3
163,Female,37,Los Angles CA,West,White Collar,12,0,5,Economy,1992,Sedan,,1574.8,59.86394558,Single,90000,6.5,NaN,NaN,NaN,6,6,34,552,216,198,482,719,521,284,354,136,909,744,532,891,706,251,755,115,230,180,170,148,538,180,424,1038,720,490,396,443,851,1574,25,626,628,700,696,705,699,23.5,690,1508,660,325,973,59.63718821,-1.15761292,-0.510619938,0.992115855,2
164,Male,52,Los Angles CA,West,White Collar,16,2,5,Luxury,1996,Sedan,White,1905,111.5646259,Married,70000,13.5,46,38,32,NaN,NaN,NaN,648,283,215,599,910,695,384,529,159,1183,NaN,667,1142,847,245,822,128,306,231,226,164,597,208,414,1144,930,601,494,565,937,1876,29.5,659,662,859.3,858,862,858,14,763,1905,1102,489,1120,113.6054422,1.611246586,0.078263924,0,NaN
